,name,field_type,field_name,description,dataset-id,dataset_link,portal
5707,Address,Text,address,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5708,Notes,Text,notes,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5709,Postcode,Number,postcode,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5710,BIN,Number,bin,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5711,Borough,Text,borough,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5712,BBL,Number,bbl,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5713,Council District ,Number,community_council,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5714,Census Tract,Number,census_tract,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5715,NTA,Text,nta,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5716,Longitude,Number,longitude,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5717,Latitude,Number,latitude,,pd5h-92mc,https://data.cityofnewyork.us/d/pd5h-92mc,data.cityofnewyork
5723,TYPE,text,type,Identifies program as NYCHA funded or Sponsored by outside partner organization,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5725,BOROUGH,text,borough,One of the five boroughs,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5726,PROGRAM TYPE,text,program_type,The primary service offered by the program,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5727,Status,text,status,"Status of the program (occupied, reserved, vacant)",crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5728,DEVELOPMENT,text,development,NYC Housing Authority Development Name,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5729,ADDRESS,text,address,Street Address of facility where program takes place,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5731,Latitude,number,latitude,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5732,Longitude,number,longitude,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5733,Community Board,number,community_board,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5734,Council District,number,council_district,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5735,Census Tract,number,census_tract,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5736,BIN,number,bin,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5737,BBL,number,bbl,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5738,NTA,text,nta,,crns-fw6u,https://data.cityofnewyork.us/d/crns-fw6u,data.cityofnewyork
5739,Borough,Text,borough,The borough where the facility is located.,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5740,Census Tract,Number,census_tract,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5741,BIN,Number,bin,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5742,Address,Text,address,"The address of the testing facility in the following format: street number and name, suite/room number (where applicable), city, state, zipcode",h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5743,Community Board,Number,community_board,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5744,Location1,Point,geocoded_column,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5745,Location1 (city),Text,geocoded_column_city,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5746,Location1 (address),Text,geocoded_column_address,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5747,Location1 (zip),Text,geocoded_column_zip,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5748,Location1 (state),Text,geocoded_column_state,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5749,Police Precincts,Number,:@computed_region_sbqj_enih,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5750,City Council Districts,Number,:@computed_region_92fq_4b7q,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5751,Zip Codes,Number,:@computed_region_efsh_h5xi,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5752,Community Districts,Number,:@computed_region_f5dn_yrer,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5753,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5754,BBL,Number,bbl,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5755,Longitude,Number,longitude,Longitude of the facility's location. ,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5756,Latitude,Number,latitude,Latitude of the facility's location. ,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5757,Council District,Number,council_district,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5759,Postcode,Number,postcode,Zipcode of the facility's location. ,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5760,NTA,Text,nta,,h922-d8e5,https://data.cityofnewyork.us/d/h922-d8e5,data.cityofnewyork
5761,TRADE NAME,Text,trade_name,"Doing Business As of Entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5762,EMAIL,Text,email,,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5763,RENEWAL,Checkbox,renewal,,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5764,COMMUNITY BOARD,Text,community_board,"Community board based on  mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5765,CREATED,Calendar date,created,"Timestamp of when data is processed for OpenData

",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5766,BIC_NUMBER,Text,bic_number,"BIC File Number of the Entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5767,ACCOUNT NAME,Text,account_name,"Name of Entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5768,ADDRESS,Text,address,"Mailing address of entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5769,CITY,Text,city,"Mailing city of entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5770,PHONE,Text,phone,"Phone number of entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5771,BORO,Text,boro,BORO,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5772,NTA,Text,nta,NTA of mailing address,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5773,BBL,Text,bbl,"BBL of mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5774,DISPOSITION DATE,Text,disposition_date,,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5775,POSTCODE,Text,postcode,"Mailing postcode of entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5776,STATE,Text,state,"Mailing state of entity
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5777,EFFECTIVE DATE,Text,effective_date,,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5778,EXPIRATION DATE,Text,expiration_date,,krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5779,EXPORT DATE,Calendar date,export_date,"Date data is exported from BIC
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5780,LATITUDE,Text,latitude,"Latitude of mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5781,BIN,Text,bin,"BIN of mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5782,APPLICATION TYPE,Text,application_type,"Class of Trade Waste Application
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5783,CENSUS TRACT,Text,census_tract,"Census tract based on mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5784,COUNCIL DISTRICT,Text,council_district,"Council district based on mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5785,LONGITUDE,Text,longitude,"Longitude of mailing address
",krx7-u82t,https://data.cityofnewyork.us/d/krx7-u82t,data.cityofnewyork
5786,Name,text,name,,hjae-yuav,https://data.cityofnewyork.us/d/hjae-yuav,data.cityofnewyork
5787,Location,text,location,,hjae-yuav,https://data.cityofnewyork.us/d/hjae-yuav,data.cityofnewyork
5790,Borough,text,borough,,hjae-yuav,https://data.cityofnewyork.us/d/hjae-yuav,data.cityofnewyork
5791,Comments,text,comments,,hjae-yuav,https://data.cityofnewyork.us/d/hjae-yuav,data.cityofnewyork
5792,Police Precincts,Number,:@computed_region_sbqj_enih,,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5796,City Council Districts,Number,:@computed_region_92fq_4b7q,,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5797,Community Districts,Number,:@computed_region_f5dn_yrer,,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5798,Zip Codes,Number,:@computed_region_efsh_h5xi,,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5799,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5802,OFNS_DESC,Text,ofns_desc,Description of offense corresponding with key code,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5803,PD_DESC,Text,pd_desc,Description of internal classification corresponding with PD code (more granular than Offense Description),57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5807,X_COORD_CD,Number,x_coord_cd,"X-coordinate for New York State Plane Coordinate System, Long Island Zone, NAD 83, units feet (FIPS 3104)",57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5809,LAW_CAT_CD,Text,law_cat_cd,"Level of offense: felony, misdemeanor, violation ",57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5818,KY_CD,Number,ky_cd,Three digit offense classification code,57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5819,PD_CD,Number,pd_cd,Three digit internal classification code (more granular than Key Code),57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5822,Y_COORD_CD,Number,y_coord_cd,"Y-coordinate for New York State Plane Coordinate System, Long Island Zone, NAD 83, units feet (FIPS 3104)",57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5823,Latitude,Number,latitude,"Midblock Latitude coordinate for Global Coordinate System, WGS 1984, decimal degrees (EPSG 4326) ",57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5824,Longitude,Number,longitude,"Midblock Longitude coordinate for Global Coordinate System, WGS 1984, decimal degrees (EPSG 4326)",57mv-nv28,https://data.cityofnewyork.us/d/57mv-nv28,data.cityofnewyork
5825,EXPIRATION DATE,Text,expiration_date,,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5826,EFFECTIVE DATE,Text,effective_date,,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5827,EXPORT DATE,Calendar date,export_date,"Date data is exported from BIC
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5828,BIC NUMBER,Text,bic_number,"BIC File Number of the Entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5829,ACCOUNT NAME,Text,account_name,"Name of Entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5830,TRADE NAME,Text,trade_name,"Doing Business As of Entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5831,LATITUDE,Text,latitude,"Latitude of mailing address
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5832,LONGITUDE,Text,longitude,"Longitude of mailing address
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5833,COMMUNITY BOARD,Text,community_board,Community board based on  mailing address,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5834,COUNCIL DISTRICT,Text,council_district,"Council district based on mailing address
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5835,CENSUS TRACT,Text,census_tract,"Census tract based on mailing address
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5836,BIN,Text,bin,"BIN of mailing address
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5837,BBL,Text,bbl,"BBL of mailing address
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5838,NTA,Text,nta,NTA of mailing address,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5839,BORO,Text,boro,BORO,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5840,ADDRESS,Text,address,"Mailing address of entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5841,CITY,Text,city,"Mailing city of entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5842,POSTCODE,Text,postcode,"Mailing postcode of entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5843,PHONE,Text,phone,"Phone number of entity
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5844,EMAIL,Text,email,,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5845,STATE,Text,state,Mailing state of entity,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5846,RENEWAL,Checkbox,renewal,,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5847,APPLICATION TYPE,Text,application_type,"Class of Trade Waste Application
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5848,CREATED,Calendar date,created,"Timestamp of when data is processed for OpenData
s
",a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5849,DISPOSITION DATE,Text,disposition_date,,a8wp-rerh,https://data.cityofnewyork.us/d/a8wp-rerh,data.cityofnewyork
5850,STREET_NUMBER,Text,street_number,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5851,Location (city),Text,location_city,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5852,Location (state),Text,location_state,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5853,Police Precincts,Number,:@computed_region_sbqj_enih,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5854,City Council Districts,Number,:@computed_region_92fq_4b7q,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5855,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5856,Community Districts,Number,:@computed_region_f5dn_yrer,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5857,Zip Codes,Number,:@computed_region_efsh_h5xi,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5858,Location (zip),Text,location_zip,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5859,Location (address),Text,location_address,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5860,Location,Point,location,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5861,CITY,Text,city,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5864,NTA,Text,nta,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5866,Community Board,Number,community_board,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5867,POSTCODE,Text,zip_code,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5868,BOROUGH,Text,borough,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5869,Latitude,Number,latitude,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5870,STREET_NAME,Text,street_name,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5871,SITE_NAME,Text,site_name,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5872,BBL,Number,bbl,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5873,BIN,Number,bin,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5874,Longitude,Number,longitude,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5875,Census Tract,Number,census_tract,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5876,Council District,Number,council_district,,mifw-tguq,https://data.cityofnewyork.us/d/mifw-tguq,data.cityofnewyork
5883,UniqueID,number,uniqueid,Unique dog bite case identifier,rsgh-akpg,https://data.cityofnewyork.us/d/rsgh-akpg,data.cityofnewyork
5887,Age,text,age,Dog's age at time of bite. Numbers with 'M' indicate months.,rsgh-akpg,https://data.cityofnewyork.us/d/rsgh-akpg,data.cityofnewyork
5888,Gender,text,gender,"Sex of Dog. M=Male, F=Female, U=Unknown",rsgh-akpg,https://data.cityofnewyork.us/d/rsgh-akpg,data.cityofnewyork
5890,Borough,text,borough,Dog bite Borough. Other' indicates that the bite took place outside New York City,rsgh-akpg,https://data.cityofnewyork.us/d/rsgh-akpg,data.cityofnewyork
5891,ZipCode,text,zipcode,Dog bite Zipcode. Blank ZipCode indicates that information was not available,rsgh-akpg,https://data.cityofnewyork.us/d/rsgh-akpg,data.cityofnewyork
5892,RECORD TYPE,Text,record_type,‘G’ for Property type record,94g4-w6xz,https://data.cityofnewyork.us/d/94g4-w6xz,data.cityofnewyork
5894,DESCRIPTION,Text,description,Property type description ,94g4-w6xz,https://data.cityofnewyork.us/d/94g4-w6xz,data.cityofnewyork
5897,Borough,Text,borough,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5898,Street Name,Text,street_name,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5900,Street Number,Text,street_number,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5901,Primary Property Type - Self Selected,Text,primary_property_type_self_selected,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5905,Longitude,Number,longitude,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5909,ENERGY STAR Score,Text,energy_star_score,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5913,BIN,Number,bin,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5918,Council District,Number,council_district,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
5919,Census Tract,Number,census_tract,,jzst-u7j8,https://data.cityofnewyork.us/d/jzst-u7j8,data.cityofnewyork
