,name,field_type,field_name,description,dataset-id,dataset_link,portal
21625,Community Districts,Number,:@computed_region_f5dn_yrer,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21626,PROGRAM,Text,program,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21627,BOROUGH / COMMUNITY,Text,borough_community,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21628,Grade Level / Age Group ,Text,grade_level_age_group,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21629,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21630,SITE NAME,Text,site_name,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21631,Location 1 (address),Text,location_1_address,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21632,Location 1 (zip),Text,location_1_zip,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21633,NTA,Text,nta,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21634,BBL,Number,bbl,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21635,BIN,Number,bin,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21636,Community Council ,Number,community_council,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21637,Community Board,Number,community_board,,73bd-vkmx,https://data.cityofnewyork.us/d/73bd-vkmx,data.cityofnewyork
21638,PROGRAM TYPE,Text,program_type,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21639,Location 1 (address),Text,location_1_address,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21640,Longitude,Number,longitude,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21641,BBL,Number,bbl,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21642,NTA,Text,nta,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21643,Location 1 (city),Text,location_1_city,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21644,Location 1 (state),Text,location_1_state,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21645,PROGRAM,Text,program,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21646,BIN,Number,bin,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21647,Council District ,Number,community_council,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21648,Community Board,Number,community_board,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21649,Police Precincts,Number,:@computed_region_sbqj_enih,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21650,AGENCY,Text,agency,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21651,Zip Codes,Number,:@computed_region_efsh_h5xi,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21652,City Council Districts,Number,:@computed_region_92fq_4b7q,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21653,Census Tract,Number,census_tract,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21654,BOROUGH / COMMUNITY,Text,borough_community,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21655,SITE NAME,Text,site_name,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21656,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21657,Community Districts,Number,:@computed_region_f5dn_yrer,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21658,Contact Number,Text,contact_number,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21659,Location 1,Point,location_1,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21660,Location 1 (zip),Text,location_1_zip,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21661,Postcode,Number,postcode,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21662,Grade Level / Age Group ,Text,grade_level_age_group,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21663,Latitude,Number,latitude,,fqcv-e9sg,https://data.cityofnewyork.us/d/fqcv-e9sg,data.cityofnewyork
21665,FACILITY,Text,facility,,gakf-suji,https://data.cityofnewyork.us/d/gakf-suji,data.cityofnewyork
21666,INCIDENT_TYPE,Text,incident_type,This field has the incident description.,gakf-suji,https://data.cityofnewyork.us/d/gakf-suji,data.cityofnewyork
21667,INCIDENT_ID,Text,incident_id,This is the primary key column that uniquely identifies each incident record. ,gakf-suji,https://data.cityofnewyork.us/d/gakf-suji,data.cityofnewyork
21670,Borough Name,text,borough_name,"Brooklyn, Bronx, Manhattan, Queens
",tngj-drbu,https://data.cityofnewyork.us/d/tngj-drbu,data.cityofnewyork
21671,Community District,text,community_district,"Borough Community District Number
",tngj-drbu,https://data.cityofnewyork.us/d/tngj-drbu,data.cityofnewyork
21675,SchoolYear,Text,schoolyear,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21676,CalMonth,Text,calmonth,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21677,Released,Text,released,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21678,MonthCode,Text,monthcode,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21679,Present,Text,present,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21680,RosterCount,Text,rostercount,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21681,School,Text,school,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21682,Absent,Text,absent,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21683,GradeSort,Text,gradesort,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21684,GradeLevel,Text,gradelevel,,64pa-8bza,https://data.cityofnewyork.us/d/64pa-8bza,data.cityofnewyork
21686,Description,text,description,Description of the REES program,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21687,Days,text,days,Days that the program takes place,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21689,Location,text,location,Location/Address where the program is taking place,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21690,Postcode,number,postcode,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21691,Borough,text,borough,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21692,Phone Number,text,phone_number,Phone number for the program,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21693,Email,text,email,Email contact for the program,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21694,Latitude,number,latitude,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21695,Longitude,number,longitude,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21696,Community Board,number,community_board,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21697,Community Council ,number,community_council,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21698,Census Tract,number,census_tract,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21699,BIN,number,bin,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21700,BBL,number,bbl,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21701,NTA,text,nta,,7su9-xgtn,https://data.cityofnewyork.us/d/7su9-xgtn,data.cityofnewyork
21702,dropoff_datetime,Calendar date,dropoff_datetime,,u6nh-b56h,https://data.cityofnewyork.us/d/u6nh-b56h,data.cityofnewyork
21703,PULocationID,Number,pulocationid,,u6nh-b56h,https://data.cityofnewyork.us/d/u6nh-b56h,data.cityofnewyork
21704,dispatching_base_num,Text,dispatching_base_num,,u6nh-b56h,https://data.cityofnewyork.us/d/u6nh-b56h,data.cityofnewyork
21705,pickup_datetime,Calendar date,pickup_datetime,,u6nh-b56h,https://data.cityofnewyork.us/d/u6nh-b56h,data.cityofnewyork
21706,DOLocationID,Number,dolocationid,,u6nh-b56h,https://data.cityofnewyork.us/d/u6nh-b56h,data.cityofnewyork
21708,Borough,text,borough,"NYC Borough where vendor is located. New York City’s boroughs are five county-level administrative divisions, with each one also being a state county. ",if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21709,CouncilDist,number,councildist,NYC Council District Number. There are 51 Council districts throughout the five boroughs and is one is represented by an elected Council Member.,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21713,Latitude,number,latitude,Latitude of food scrap drop-off location for mapping purposes.,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21714,Location,text,location,Street address or cross streets associated with food scrap drop-off location,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21715,Longitude,number,longitude,Longitude of food scrap drop-off location for mapping purposes.,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21716,NTAName,text,ntaname,"Neighborhood Tabulation Area Name. Neighborhood Tabulation Areas are small area boundaries that were initially created by the Department of City Planning for small area population projections. However, NTAs are now being used to present data from the Decennial Census and American Community Survey.",if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21717,Notes,text,notes,Additional site notes,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21718,ObjectId,number,objectid,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21722,Website,text,website,Website associated with food scrap drop-off location.,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21723,boroCD,number,borocd,Borough and Community District which is represented by a single-digit borough number followed by two-digit borough community district number.,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21724,ct2010,number,ct2010,Census Tract (CT2010). The 2010 census tract in which the tax lot is located.,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21725,point,point,point,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21726,zip_code,number,zip_code,Seven digit zip code of vendor,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21727,Zip Codes,number,:@computed_region_efsh_h5xi,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21728,Community Districts,number,:@computed_region_f5dn_yrer,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21729,Borough Boundaries,number,:@computed_region_yeji_bk3q,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21730,City Council Districts,number,:@computed_region_92fq_4b7q,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21731,Police Precincts,number,:@computed_region_sbqj_enih,,if26-z6xq,https://data.cityofnewyork.us/d/if26-z6xq,data.cityofnewyork
21732,Agency,text,agency,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21733,MMR Goal,text,mmr_goal,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21734,Critical,text,critical,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21735,Performance Indicator,text,performance_indicator,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21737,FY14,text,fy14,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21738,FY15,text,fy15,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21739,FY16,text,fy16,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21740,FY17,text,fy17,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21743,5 Yr Trend,text,_5_yr_trend,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21744,Desired Direction,text,desired_direction,,25cx-4jug,https://data.cityofnewyork.us/d/25cx-4jug,data.cityofnewyork
21745,PROGRAM TYPE,Text,program_type,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21746,CORE SUBJECT,Text,core_subject,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21747,SERVICE CATEGORY,Text,service_category,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21748,CLASS SIZE,Number,class_size,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21749,NUMBER OF CLASSES,Number,number_of_classes,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21751,NUMBER OF STUDENTS,Number,number_of_students,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21752,BOROUGH,Text,borough,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21753,CSD,Text,csd,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21754,GRADE LEVEL,Text,grade_level,,nurr-mhyi,https://data.cityofnewyork.us/d/nurr-mhyi,data.cityofnewyork
21755,School_Year,text,school_year,Indicates the school year the record refers to. The DOE school year starts in September every year. ,kjgh-ywbx,https://data.cityofnewyork.us/d/kjgh-ywbx,data.cityofnewyork
21756,OPT_Code,text,opt_code,"The unique ID for a location receiving any transportation service from OPT. An OPT Code represents an organization in a specific location; it is possible to have more than one OPT Code associated with the same location, but there are no instances of a single OPT Code being in multiple locations.  OPT Codes for EI sites always begin with an E. Pre-K sites can start with any letter but E (most commonly with a C or S)",kjgh-ywbx,https://data.cityofnewyork.us/d/kjgh-ywbx,data.cityofnewyork
21757,Site_Name,text,site_name,Name of the location associated with the OPT Code. The Site_Name is most commonly specific to a location. ,kjgh-ywbx,https://data.cityofnewyork.us/d/kjgh-ywbx,data.cityofnewyork
21758,School_Name,text,school_name,Alternate Name of the location associated with the OPT Code. A Pre-K school may operate programs at different sites.,kjgh-ywbx,https://data.cityofnewyork.us/d/kjgh-ywbx,data.cityofnewyork
21760,ZIP CODE,Number,zip_code,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21763,TOTAL UNITS,Number,total_units,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21767,BUILDING CLASS CATEGORY,Text,building_class_category,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21768,BLOCK,Number,block,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21769,BOROUGH,Number,borough,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21774,ADDRESS,Text,address,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21776,LOT,Number,lot,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21779,YEAR BUILT,Number,year_built,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21780,NEIGHBORHOOD,Text,neighborhood,,usep-8jbt,https://data.cityofnewyork.us/d/usep-8jbt,data.cityofnewyork
21781,Location 1 (state),Text,location_1_state,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21782,Location 1 (zip),Text,location_1_zip,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21783,Community Districts,Number,:@computed_region_f5dn_yrer,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21784,Police Precincts,Number,:@computed_region_sbqj_enih,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21786,Location 1,Point,location_1,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21787,Community Board,Number,community_board,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21788,Zip Codes,Number,:@computed_region_efsh_h5xi,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21789,City Council Districts,Number,:@computed_region_92fq_4b7q,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21790,Borough Boundaries,Number,:@computed_region_yeji_bk3q,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21791,Location 1 (address),Text,location_1_address,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21794,Company Name,Text,company_name,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21795,Street Address,Text,street_address,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21797,Borough,Text,borough,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21798,Postcode,Number,postal_code,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21800,Contact Name,Text,contact_name,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21802,Contact Phone,Text,contact_phone,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21803,Contact Fax,Text,contact_fax,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21804,Latitude,Number,latitude,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21805,Longitude,Number,longitude,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21806,Council District ,Number,community_council,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21807,Census Tract,Number,census_tract,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21808,BIN,Number,bin,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21809,BBL,Number,bbl,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21810,NTA,Text,nta,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21811,Location 1 (city),Text,location_1_city,,b59s-jsgk,https://data.cityofnewyork.us/d/b59s-jsgk,data.cityofnewyork
21812,NEIGHBORHOOD,text,neighborhood,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21813,TYPE OF HOME,text,type_of_home,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21814,NUMBER OF SALES,number,number_of_sales,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21815,LOWEST SALE PRICE,number,lowest_sale_price,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21816,AVERAGE SALE PRICE,number,average_sale_price,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21817,MEDIAN SALE PRICE,number,median_sale_price,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21818,HIGHEST SALE PRICE,number,highest_sale_price,,thrx-b6bc,https://data.cityofnewyork.us/d/thrx-b6bc,data.cityofnewyork
21819,ID,number,id,Count ID,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21820,SegmentID,number,segmentid,"LION Segment ID. Called ""GIS ID"" in the 2011-12 dataset, ""Segment ID"" in the 2012-13 dataset.",96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21821,Roadway Name,text,roadway_name,Street name,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21822,From,text,from,Intersecting street name at one end of street,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21823,To,text,to,Intersecting street name at other end of street,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21824,Direction,text,direction,Compass direction,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21825,Date,calendar_date,date,Date of the traffic count,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21827,12:00-1:00 AM,number,_12_00_1_00_am,Count for the clock hour,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21828,1:00-2:00AM,number,_1_00_2_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21829,2:00-3:00AM,number,_2_00_3_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21830,3:00-4:00AM,number,_3_00_4_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21831,4:00-5:00AM,number,_4_00_5_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21832,5:00-6:00AM,number,_5_00_6_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21833,6:00-7:00AM,number,_6_00_7_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21834,7:00-8:00AM,number,_7_00_8_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21835,8:00-9:00AM,number,_8_00_9_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21836,9:00-10:00AM,number,_9_00_10_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21837,10:00-11:00AM,number,_10_00_11_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21838,11:00-12:00PM,number,_11_00_12_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21839,12:00-1:00PM,number,_12_00_1_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21840,1:00-2:00PM,number,_1_00_2_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21841,2:00-3:00PM,number,_2_00_3_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21842,3:00-4:00PM,number,_3_00_4_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21843,4:00-5:00PM,number,_4_00_5_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21844,5:00-6:00PM,number,_5_00_6_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21845,6:00-7:00PM,number,_6_00_7_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21846,7:00-8:00PM,number,_7_00_8_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21847,8:00-9:00PM,number,_8_00_9_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21848,9:00-10:00PM,number,_9_00_10_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21849,10:00-11:00PM,number,_10_00_11_00pm,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21850,11:00-12:00AM,number,_11_00_12_00am,,96ay-ea4r,https://data.cityofnewyork.us/d/96ay-ea4r,data.cityofnewyork
21851,DBN,Text,dbn,,rtws-c2ai,https://data.cityofnewyork.us/d/rtws-c2ai,data.cityofnewyork
21852,School Name,Text,school_name,,rtws-c2ai,https://data.cityofnewyork.us/d/rtws-c2ai,data.cityofnewyork
21853,School Pupil-Teacher Ratio,Number,school_pupil_teacher_ratio,,rtws-c2ai,https://data.cityofnewyork.us/d/rtws-c2ai,data.cityofnewyork
21854,Amount,Number,amount,"Dollar amount at the start of project
",gmi7-62cd,https://data.cityofnewyork.us/d/gmi7-62cd,data.cityofnewyork
21856,ProjectID,Text,projectid,"The unique ID that refers back to the Project ID column in the Project table (Foreign Key to the Project table)
",gmi7-62cd,https://data.cityofnewyork.us/d/gmi7-62cd,data.cityofnewyork
21858,Type,Text,type,"Type of fund
",gmi7-62cd,https://data.cityofnewyork.us/d/gmi7-62cd,data.cityofnewyork
21860,Last Name,Text,last_name,Last name of the organization's open data coordinator,j9q2-y739,https://data.cityofnewyork.us/d/j9q2-y739,data.cityofnewyork
21861,First Name,Text,first_name,First name of the organization's open data coordinator,j9q2-y739,https://data.cityofnewyork.us/d/j9q2-y739,data.cityofnewyork
21868,Borough,number,borough,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21869,Postcode,number,postcode,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21870,Latitude,number,latitude,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21871,Longitude,number,longitude,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21872,Community Board,number,community_board,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21873,Council District,number,community_council,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21874,Census Tract,number,census_tract,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21875,BIN,number,bin,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21876,BBL,number,bbl,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21877,NTA,text,nta,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
21890,COMPARABLE RENTAL – 1 – Boro-Block-Lot,text,comparable_rental_1_boro_block_lot,,yrf7-4wry,https://data.cityofnewyork.us/d/yrf7-4wry,data.cityofnewyork
