,column_name,columns_datatype,columns_field_name,dataset,department
6079,City Council Districts,Number,:@computed_region_92fq_4b7q,2018 - 2019 School Locations,Department of Education (DOE)
6080,Police Precincts,Number,:@computed_region_sbqj_enih,2018 - 2019 School Locations,Department of Education (DOE)
6081,FISCAL_YEAR,Text,fiscal_year,2018 - 2019 School Locations,Department of Education (DOE)
6082,SCHOOL_SUPPORT_TEAM_LEADER_NAME,Text,school_support_team_leader,2018 - 2019 School Locations,Department of Education (DOE)
6083,New Georeferenced Column,Point,geocoded_column,2018 - 2019 School Locations,Department of Education (DOE)
6084,BEDS_NUMBER,Text,beds_number,2018 - 2019 School Locations,Department of Education (DOE)
6085,MANAGED_BY_NAME,Text,managed_by_name,2018 - 2019 School Locations,Department of Education (DOE)
6086,COMMUNITY_SCHOOL_SUP_NAME,Text,community_school_sup_name,2018 - 2019 School Locations,Department of Education (DOE)
6087,2011-12 PROGRESS REPORT GRADE,Text,_2011_12_progress_report_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6088,2009-10 PROGRESS REPORT GRADE,Text,_2009_10_progress_report_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6089,2012-2013 PROGRESS GRADE,Text,_2012_2013_progress_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6090,2012-2013 ADDITIONAL CREDIT,Text,_2012_2013_additional_credit,Schools Progress Report 2012-2013,Department of Education (DOE)
6091,2012-2013 COLLEGE AND CAREER READINESS GRADE,Text,_2012_2013_college_and_career_readiness_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6092,2012-2013PERFORMANCE GRADE,Text,_2012_2013performance_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6093,2012-2013 PERFORMANCE CATEGORY SCORE,Text,_2012_2013_performance_category_score,Schools Progress Report 2012-2013,Department of Education (DOE)
6094,2012-2013 OVERALL SCORE,Text,_2012_2013_overall_score,Schools Progress Report 2012-2013,Department of Education (DOE)
6095,2012-2013 OVERALL GRADE,Text,_2012_2013_overall_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6096,PRINCIPAL,Text,principal,Schools Progress Report 2012-2013,Department of Education (DOE)
6097,2012-2013 ENVIRONMENT GRADE,Text,_2012_2013_environment_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6098,DISTRICT,Number,district,Schools Progress Report 2012-2013,Department of Education (DOE)
6099,DBN,Text,dbn,Schools Progress Report 2012-2013,Department of Education (DOE)
6100,SCHOOL,Text,school,Schools Progress Report 2012-2013,Department of Education (DOE)
6101,2012-2013 PROGRESS CATEGORY SCORE,Text,_2012_2013_progress_category_score,Schools Progress Report 2012-2013,Department of Education (DOE)
6102,2012-13 OVERALL PERCENTILE,Text,_2012_13_overall_percentile,Schools Progress Report 2012-2013,Department of Education (DOE)
6103,SCHOOL LEVEL*,Text,school_level,Schools Progress Report 2012-2013,Department of Education (DOE)
6104,PROGRESS REPORT TYPE,Text,progress_report_type,Schools Progress Report 2012-2013,Department of Education (DOE)
6105,2012-2013 COLLEGE AND CAREER READINESS SCORE,Text,_2012_2013_college_and_career_readiness_score,Schools Progress Report 2012-2013,Department of Education (DOE)
6106,2012-2013 ENVIRONMENT CATEGORY SCORE,Text,_2012_2013_environment_category_score,Schools Progress Report 2012-2013,Department of Education (DOE)
6107,2010-11 PROGRESS REPORT GRADE,Text,_2010_11_progress_report_grade,Schools Progress Report 2012-2013,Department of Education (DOE)
6108,NUMBER OF CLASSES,Number,number_of_classes,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6109,BORO,Text,boro,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6110,SIZE OF SMALLEST CLASS(as of 1-23-08),Number,size_of_smallest_class_as_of_1_23_08_,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6111,CSD,Number,csd,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6112,SCHOOL NAME,Text,school_name,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6113,PROGRAM TYPE,Text,program_type,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6114,GRADE,Text,grade,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6115,SCHOOL CODE,Text,school_code,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6116,SIZE OF LARGEST CLASS(as of 1-23-08),Number,size_of_largest_class_as_of_1_23_08_,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6117,TOTAL REGISTER(as of 1-23-08),Number,total_register_as_of_1_23_08_,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6118,AVERAGE CLASS SIZE,Number,average_class_size,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6119,SERVICE CATEGORY(K-9 ONLY),Text,service_category_k_9_only_,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6120,CORE COURSE(9-12 ONLY),Text,core_course_9_12_only_,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6121,CORE SUBJECT(9-12 ONLY),Text,core_subject_9_12_only_,2007-08 Class Size - School-level Detail,Department of Education (DOE)
6122,Pct of cohort achieving APM,Text,pct_of_cohort_achieving_apm,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6123,DBN,Text,dbn,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6124,Pct of graduates achieving APM,Text,pct_of_graduates_achieving_apm,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6125,Cohort Year,Text,cohort_year,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6126,School Name,Text,school_name,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6127,Total Grads Num,Text,total_grads_num,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6128,Num achieving APM ,Text,num_achieving_apm,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6129,Total Cohort Num,Text,total_cohort_num,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6130,Demographic,Text,demographic,2010 - 2011 Graduation Outcomes - School Level - Regents-based Math/ELA APM - Gender,Department of Education (DOE)
6131,Regents w/o Advanced Pct of grads,Text,regents_w_o_advanced_pct_of_grads,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6132,Local Pct of cohort,Text,local_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6133,Total Regents Pct of cohort,Text,total_regents_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6134,Total Regents Num,Text,total_regents_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6135,Advanced Regents Pct of grads,Text,advanced_regents_pct_of_grads,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6136,DBN,Text,dbn,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6137,Cohort Year,Text,cohort_year,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6138,Dropped Out Pct of cohort,Text,dropped_out_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6139,Cohort Category,Text,cohort_category,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6140,Total Grads Num,Text,total_grads_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6141,Total Cohort Num,Text,total_cohort_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6142,Local Num,Text,local_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6143,Advanced Regents Pct of cohort,Text,advanced_regents_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6144,Advanced Regents Num,Text,advanced_regents_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6145,School Name,Text,school_name,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6146,Still Enrolled Num,Text,still_enrolled_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6147,Regents w/o Advanced Num,Text,regents_w_o_advanced_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6148,Total Grads Pct of cohort,Text,total_grads_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6149,Total Regents Pct of grads,Text,total_regents_pct_of_grads,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6150,Demographic,Text,demographic,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6151,Still Enrolled Pct of cohort,Text,still_enrolled_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6152,Dropped Out Num,Text,dropped_out_num,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6153,Local Pct of grads,Text,local_pct_of_grads,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6154,Regents w/o Advanced Pct of cohort,Text,regents_w_o_advanced_pct_of_cohort,2005 - 2011 Graduation Outcomes - School Level - SWD,Department of Education (DOE)
6155,# Residing in DHS Shelter,Text,residing_in_dhs_shelter,2018 - 2019 Students in Temporary Housing School Level Report,Department of Education (DOE)
