,column_name,columns_datatype,columns_field_name,dataset,department
8268,Level 4 #,Text,level_4_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8269,Level 3 #,Text,level_3_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8270,Number Tested,Number,number_tested,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8271,Mean Scale Score,Number,mean_scale_score,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8272,Year,Text,year,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8273,Level 4 %,Number,level_4_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8274,Level 2 %,Number,level_2_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8275,Level 3+4 %,Number,level_3_4_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8276,Level 1 %,Number,level_1_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - School level - by English Proficiency Status,Department of Education (DOE)
8277,Number of Classes,Text,number_of_classes,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8278,District,Number,district,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8279,Grade Level,Text,grade_level,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8280,Program Type,Text,program_type,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8281,Department,Text,department,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8282,Class Size,Text,class_size,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8283,Number of Students,Text,number_of_students,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8284,% of Students within Grade,Text,of_students_within_grade,2017- 2018 Class Size Report District Middle And High School Class Size Distribution,Department of Education (DOE)
8285,#ELL Russian,Text,ell_russian_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8286,Math %Level 2,Text,math_level_2_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8287,Math #Level 1,Text,math_level_1_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8288,Math #Test Takers,Text,math_test_takers,2017 Diversity Report K-8 - School,Department of Education (DOE)
8289,ELA #L3+L4,Text,ela_l3_l4_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8290,ELA #Level 2,Text,ela_level_2_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8291,%ELL Urdu,Text,ell_urdu_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8292,%ELL Russian,Text,ell_russian_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8293,%ELL Haitian Creole,Text,ell_haitian_creole_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8294,#ELL Bengali,Text,ell_bengali_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8295,%ELL Chinese,Text,ell_chinese_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8296,%ELL Spanish,Text,ell_spanish_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8297,%White,Text,white_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8298,#White,Text,white_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8299,%Black,Text,black_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8300,#Male,Text,male_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8301,Total Enrollment,Text,total_enrollment,2017 Diversity Report K-8 - School,Department of Education (DOE)
8302,#Grade 1,Text,grade_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8303,Category,Text,category,2017 Diversity Report K-8 - School,Department of Education (DOE)
8304,Math %Level 3,Text,math_level_3_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8305,#Grade 7,Text,grade_7,2017 Diversity Report K-8 - School,Department of Education (DOE)
8306,#Grade K,Text,grade_k,2017 Diversity Report K-8 - School,Department of Education (DOE)
8307,#Grade 2,Text,grade_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8308,#Grade 8,Text,grade_8,2017 Diversity Report K-8 - School,Department of Education (DOE)
8309,#Asian,Text,asian_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8310,#Hispanic,Text,hispanic_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8311,%ELL Arabic,Text,ell_arabic_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8312,#ELL Spanish,Text,ell_spanish_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8313,%Hispanic,Text,hispanic_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8314,#Female,Text,female_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8315,#Grade 4,Text,grade_4,2017 Diversity Report K-8 - School,Department of Education (DOE)
8316,#Grade 3,Text,grade_3,2017 Diversity Report K-8 - School,Department of Education (DOE)
8317,ELA %L3+L4,Text,ela_l3_l4_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8318,%Female,Text,female_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8319,%ELL French,Text,ell_french_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8320,ELA #Level 3,Text,ela_level_3_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8321,ELA #Level 1,Text,ela_level_1_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8322,%ELL Other,Text,ell_other_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8323,#ELL Urdu,Text,ell_urdu_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8324,#ELL Arabic,Text,ell_arabic_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8325,#ELL Other,Text,ell_other_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8326,%Other,Text,other_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8327,#Black,Text,black_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8328,%ELL Bengali,Text,ell_bengali_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8329,#Grade 5,Text,grade_5,2017 Diversity Report K-8 - School,Department of Education (DOE)
8330,Year,Text,year,2017 Diversity Report K-8 - School,Department of Education (DOE)
8331,#ELL French,Text,ell_french_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8332,ELA %Level 2,Text,ela_level_2_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8333,Math %Level 4,Text,math_level_4_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8334,ELA %Level 3,Text,ela_level_3_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8335,ELA #Test Takers,Text,ela_test_takers,2017 Diversity Report K-8 - School,Department of Education (DOE)
8336,ELA %Level 1,Text,ela_level_1_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8337,%Male,Text,male_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8338,Math #Level 4,Text,math_level_4_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8339,#Grade 6,Text,grade_6,2017 Diversity Report K-8 - School,Department of Education (DOE)
8340,#ELL Chinese,Text,ell_chinese_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8341,ELA %Level 4,Text,ela_level_4_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8342,Math %Level 1,Text,math_level_1_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8343,#ELL Korean,Text,ell_korean_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8344,#Other,Text,other_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8345,Math %L3+L4,Text,math_l3_l4_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8346,Math #Level 3,Text,math_level_3_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8347,Math #Level 2,Text,math_level_2_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8348,#ELL Haitian Creole,Text,ell_haitian_creole_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8349,%ELL Korean,Text,ell_korean_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8350,ELA #Level 4,Text,ela_level_4_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8351,Math #L3+L4,Text,math_l3_l4_1,2017 Diversity Report K-8 - School,Department of Education (DOE)
8352,School Name,Text,school_name,2017 Diversity Report K-8 - School,Department of Education (DOE)
8353,DBN,Text,dbn,2017 Diversity Report K-8 - School,Department of Education (DOE)
8354,%Asian,Text,asian_2,2017 Diversity Report K-8 - School,Department of Education (DOE)
8355,Location 1 (address),Text,location_1_address,2012 - 2013 School Locations,Department of Education (DOE)
8356,Location 1 (zip),Text,location_1_zip,2012 - 2013 School Locations,Department of Education (DOE)
8357,COMMUNITY_SCHOOL_SUP_NAME,Text,community_school_sup_name,2012 - 2013 School Locations,Department of Education (DOE)
8358,PRIMARY_BUILDING_CODE,Text,primary_building_code,2012 - 2013 School Locations,Department of Education (DOE)
8359,PRIMARY_ADDRESS_LINE_1,Text,primary_address_line_1,2012 - 2013 School Locations,Department of Education (DOE)
8360,Y_COORDINATE,Text,y_coordinate,2012 - 2013 School Locations,Department of Education (DOE)
8361,COMMUNITY_DISTRICT,Text,community_district,2012 - 2013 School Locations,Department of Education (DOE)
8362,COUNCIL_DISTRICT,Text,council_district,2012 - 2013 School Locations,Department of Education (DOE)
8363,PRINCIPAL_PHONE_NUMBER,Text,principal_phone_number,2012 - 2013 School Locations,Department of Education (DOE)
8364,FAX_NUMBER,Text,fax_number,2012 - 2013 School Locations,Department of Education (DOE)
8365,ADMINISTRATIVE_DISTRICT_NAME,Text,administrative_district_name,2012 - 2013 School Locations,Department of Education (DOE)
8366,HIGHSCHOOL_NETWORK_SUPERINTENDENT,Text,highschool_network_superintendent,2012 - 2013 School Locations,Department of Education (DOE)
8367,Location 1,Point,location_1,2012 - 2013 School Locations,Department of Education (DOE)
8368,Location 1 (city),Text,location_1_city,2012 - 2013 School Locations,Department of Education (DOE)
8369,LOCATION_CODE,Text,location_code,2012 - 2013 School Locations,Department of Education (DOE)
8370,PRINCIPAL_NAME,Text,principal_name,2012 - 2013 School Locations,Department of Education (DOE)
8371,NTA,Text,nta,2012 - 2013 School Locations,Department of Education (DOE)
8372,NTA_NAME,Text,nta_name,2012 - 2013 School Locations,Department of Education (DOE)
8373,X_COORDINATE,Text,x_coordinate,2012 - 2013 School Locations,Department of Education (DOE)
8374,CENSUS_TRACT,Text,census_tract,2012 - 2013 School Locations,Department of Education (DOE)
8375,BOROUGH_BLOCK_LOT,Number,borough_block_lot,2012 - 2013 School Locations,Department of Education (DOE)
8376,FIELD_SUPPORT_CENTER_NAME,Text,field_support_center_name,2012 - 2013 School Locations,Department of Education (DOE)
8377,FISCAL_YEAR,Text,fiscal_year,2012 - 2013 School Locations,Department of Education (DOE)
8378,ADMIN_DISTRICT_LOCATION_CODE,Text,admin_district_location_code,2012 - 2013 School Locations,Department of Education (DOE)
8379,SCHOOL_SUPPORT_TEAM_LEADER_NAME,Text,school_support_team_leader_name,2012 - 2013 School Locations,Department of Education (DOE)
8380,SCHOOL_SUPPORT_TEAM_NAME,Text,school_support_team_name,2012 - 2013 School Locations,Department of Education (DOE)
8381,FIELD_SUPPORT_CENTER_LEADER_NAME,Text,field_support_center_leader_name,2012 - 2013 School Locations,Department of Education (DOE)
8382,PRINCIPAL_TITLE,Text,principal_title,2012 - 2013 School Locations,Department of Education (DOE)
8383,STATE_CODE,Text,state_code,2012 - 2013 School Locations,Department of Education (DOE)
8384,GEOGRAPHICAL_DISTRICT_CODE,Text,geographical_district_code,2012 - 2013 School Locations,Department of Education (DOE)
8385,HIGHSCHOOL_NETWORK_NAME,Text,highschool_network_name,2012 - 2013 School Locations,Department of Education (DOE)
8386,BEDS NUMBER,Text,beds_number,2012 - 2013 School Locations,Department of Education (DOE)
8387,HIGHSCHOOL_NETWORK_LOCATION_CODE,Text,highschool_network_location_code,2012 - 2013 School Locations,Department of Education (DOE)
8388,MANAGED_BY_NAME,Text,managed_by_name,2012 - 2013 School Locations,Department of Education (DOE)
8389,Location 1 (state),Text,location_1_state,2012 - 2013 School Locations,Department of Education (DOE)
8390,Zip Codes,Number,:@computed_region_efsh_h5xi,2012 - 2013 School Locations,Department of Education (DOE)
8391,Community Districts,Number,:@computed_region_f5dn_yrer,2012 - 2013 School Locations,Department of Education (DOE)
8392,Borough Boundaries,Number,:@computed_region_yeji_bk3q,2012 - 2013 School Locations,Department of Education (DOE)
8393,City Council Districts,Number,:@computed_region_92fq_4b7q,2012 - 2013 School Locations,Department of Education (DOE)
8394,Police Precincts,Number,:@computed_region_sbqj_enih,2012 - 2013 School Locations,Department of Education (DOE)
8395,ATS SYSTEM CODE,Text,ats_system_code,2012 - 2013 School Locations,Department of Education (DOE)
8396,LOCATION_NAME,Text,location_name,2012 - 2013 School Locations,Department of Education (DOE)
8397,LOCATION_TYPE_DESCRIPTION,Text,location_type_description,2012 - 2013 School Locations,Department of Education (DOE)
8398,LOCATION_CATEGORY_DESCRIPTION,Text,location_category_description,2012 - 2013 School Locations,Department of Education (DOE)
8399,GRADES_TEXT,Text,grades_text,2012 - 2013 School Locations,Department of Education (DOE)
8400,GRADES_FINAL_TEXT,Text,grades_final_text,2012 - 2013 School Locations,Department of Education (DOE)
8401,OPEN_DATE,Calendar date,open_date,2012 - 2013 School Locations,Department of Education (DOE)
8402,STATUS_DESCRIPTIONS,Text,status_descriptions,2012 - 2013 School Locations,Department of Education (DOE)
8403,Num Level 2,Text,num_level_2,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8404,Pct Level 3,Text,pct_level_3,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8405,Num Level 1,Text,num_level_1,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8406,Year,Text,year,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8407,Mean Scale Score,Text,mean_scale_score,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8408,Grade,Text,grade,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8409,Num Level 3,Text,num_level_3,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8410,Pct Level 2,Text,pct_level_2,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8411,Pct Level 1,Text,pct_level_1,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8412,Pct Level 4,Text,pct_level_4,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8413,Num Level 3 and 4,Text,num_level_3_and_4,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8414,Pct Level 3 and 4,Text,pct_level_3_and_4,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8415,Num Level 4,Text,num_level_4,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8416,Demographic,Text,demographic,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8417,Number Tested,Text,number_tested,2006 - 2012 English Language Arts (ELA) Test Results - Citywide - Ethnicity,Department of Education (DOE)
8418,Response,Number,response,2018 - 2019 Students in Temporary Housing Additional Sections Report,Department of Education (DOE)
8419,Section,Text,section,2018 - 2019 Students in Temporary Housing Additional Sections Report,Department of Education (DOE)
8420,Description,Text,description,2018 - 2019 Students in Temporary Housing Additional Sections Report,Department of Education (DOE)
8421,Total Teacher Response Rate,Text,total_teacher_response_rate,2014 - 2015 Parent School Survey Data,Department of Education (DOE)
8422,Total Student Response Rate,Text,total_student_response_rate,2014 - 2015 Parent School Survey Data,Department of Education (DOE)
8423,"Total Parent 
Response Rate",Text,total_parent_response_rate,2014 - 2015 Parent School Survey Data,Department of Education (DOE)
8424,DBN,Text,dbn,2014 - 2015 Parent School Survey Data,Department of Education (DOE)
8425,School Name,Text,school_name,2014 - 2015 Parent School Survey Data,Department of Education (DOE)
8426,LOCATION NAME,Text,location_name,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8427,LOCATION CATEGORY,Text,location_category,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8428,SWD EMS TRANSPORTS,Text,swd_ems_transports,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8429,TOTAL EMS TRANSPORTS,Text,total_ems_transports,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8430,GEN ED EMS TRANSPORTS,Text,gen_ed_ems_transports,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8431,ADMINISTRATIVE DISTRICT,Text,administrative_district,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8432,DBN,Text,dbn,2015 2016  EMS Transport Final Students With Disabilities,Department of Education (DOE)
8433,City Council District,Number,city_council,Local Law 14 Health Data - HS School,Department of Education (DOE)
8434,School Name,Text,school_name,Local Law 14 Health Data - HS School,Department of Education (DOE)
8435,# of 15-16 June and August graduates,Text,of_15_16_june_and,Local Law 14 Health Data - HS School,Department of Education (DOE)
8436,%,Text,_,Local Law 14 Health Data - HS School,Department of Education (DOE)
8437,%2,Text,_2,Local Law 14 Health Data - HS School,Department of Education (DOE)
8438,# of students in grades 9-12,Text,of_students_in,Local Law 14 Health Data - HS School,Department of Education (DOE)
8439,School DBN,Text,school_dbn,Local Law 14 Health Data - HS School,Department of Education (DOE)
8440,# of students in grades 9-12 who have completed at least one semester of health instruction  ,Text,of_students_in_1,Local Law 14 Health Data - HS School,Department of Education (DOE)
8441,Community School District,Number,community_school,Local Law 14 Health Data - HS School,Department of Education (DOE)
8442,# of 15-16 June and August graduates meeting high school health requirements,Text,of_15_16_june_and_1,Local Law 14 Health Data - HS School,Department of Education (DOE)
8443,ADMINISTRATIVE DISTRICT,Number,administrative_district,2015-16 Multiple Removals - Race,Department of Education (DOE)
8444,ASIAN STUDENTS With 2 or More Suspensions or Removals,Text,asian_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8445,MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,Text,multi_racial_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8446,UNKNOWN STUDENTS With 2 or More Suspensions or Removals,Text,unknown_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8447,TOTAL STUDENTS With 2 or More Suspensions or Removals,Text,total_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8448,AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,Text,american_indian_alaskan_native_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8449,LOCATION CATEGORY,Text,location_category,2015-16 Multiple Removals - Race,Department of Education (DOE)
8450,LOCATION NAME,Text,location_name,2015-16 Multiple Removals - Race,Department of Education (DOE)
8451,BLACK STUDENTS With 2 or More Suspensions or Removals,Text,black_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8452,HISPANIC STUDENTS With 2 or More Suspensions or Removals,Text,hispanic_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8453,WHITE STUDENTS With 2 or More Suspensions or Removals,Text,white_students_with_2_or_more_suspensions_or_removals,2015-16 Multiple Removals - Race,Department of Education (DOE)
8454,DBN,Text,dbn,2015-16 Multiple Removals - Race,Department of Education (DOE)
8455,CalMonth,Text,calmonth,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8456,Present,Text,present,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8457,Release,Text,release,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8458,School,Text,school,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8459,RosterCount,Text,rostercount,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8460,SchoolYear,Text,schoolyear,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8461,GRADE_LEVEL,Text,grade_level,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8462,grade sort,Text,grade_sort,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8463,MonthCode,Text,monthcode,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8464,Absent,Text,absent,2008 - 2012 Historical Monthly Grade Level Attendance By School,Department of Education (DOE)
8465,School Name,Text,school_name,2016 - 2017 Computer Science Report,Department of Education (DOE)
8466,# of Comp Sci Courses,Number,of_comp_sci_courses,2016 - 2017 Computer Science Report,Department of Education (DOE)
8467,# of Full CS Courses,Number,of_full_cs_courses,2016 - 2017 Computer Science Report,Department of Education (DOE)
8468,DBN,Text,dbn,2016 - 2017 Computer Science Report,Department of Education (DOE)
8469,# of AP Comp Sci Courses,Number,of_ap_comp_sci_courses,2016 - 2017 Computer Science Report,Department of Education (DOE)
8470,# of Partial CS Courses,Number,of_partial_cs_courses,2016 - 2017 Computer Science Report,Department of Education (DOE)
8471,Level 2 #,Number,level_2_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8472,Level 1 %,Number,level_1_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8473,Level 1 #,Number,level_1_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8474,Mean Scale Score,Number,mean_scale_score,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8475,Level 3 %,Number,level_3_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8476,Level 4 #,Number,level_4_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8477,Category,Text,category,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8478,Year,Text,year,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8479,Grade,Text,grade,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8480,Borough,Text,borough,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8481,Level 2 %,Number,level_2_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8482,Number Tested,Number,number_tested,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8483,Level 4 %,Number,level_4_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8484,Level 3+4 #,Number,level_3_4_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8485,Level 3+4 %,Number,level_3_4_2,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8486,Level 3 #,Number,level_3_1,2006 - 2011 English Language Arts (ELA) Test Results by Grade - Boro - by Disability Status,Department of Education (DOE)
8487,# Multiple Race Categories Not Represented,Number,multiple_race_categories,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8488,% Poverty,Number,poverty_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8489,% English Language Learners,Number,english_language_learners_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8490,Grade 11,Number,grade_11,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8491,% Asian,Number,asian_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8492,Grade 10,Number,grade_10,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8493,Grade 4,Number,grade_4,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8494,Grade 3,Number,grade_3,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8495,Grade PK (Half Day & Full Day),Number,grade_pk_half_day_full_day,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8496,Economic Need Index,Number,economic_need_index,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8497,Grade 5,Number,grade_5,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8498,Grade 9,Number,grade_9,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8499,Grade K,Number,grade_k,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8500,Total Enrollment,Number,total_enrollment,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8501,Grade 2,Number,grade_2,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8502,# English Language Learners,Number,english_language_learners,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8503,Grade 8,Number,grade_8,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8504,% Students with Disabilities,Number,students_with_disabilities_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8505,% Female,Number,female_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8506,Grade 12,Number,grade_12,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8507,# White,Number,white,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8508,% Hispanic,Number,hispanic_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8509,# Female,Number,female,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8510,Administrative District,Number,administrative_district,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8511,Grade 7,Number,grade_7,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8512,% Multiple Race Categories Not Represented,Number,multiple_race_categories_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8513,# Black,Number,black,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8514,Grade 6,Number,grade_6,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8515,% White,Number,white_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8516,Grade 1,Number,grade_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8517,# Asian,Number,asian,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8518,# Male,Number,male,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8519,% Black,Number,black_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8520,# Poverty,Number,poverty,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8521,# Students with Disabilities,Number,students_with_disabilities,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8522,# Hispanic,Number,hispanic,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8523,% Male,Number,male_1,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8524,Year,Text,year,2018-2019 Demographic Snapshot by District,Department of Education (DOE)
8525,% Hispanic,Text,hispanic,2016-17 Co-Location Reporting,Department of Education (DOE)
8526,% Black,Text,black,2016-17 Co-Location Reporting,Department of Education (DOE)
8527,Math # Proficient (L3&4),Text,math_proficient_l3_4_1,2016-17 Co-Location Reporting,Department of Education (DOE)
